id_campaign	id_domain	id_date	id_hour	id_lineitem	id_creative	id_exchange	id_country	id_currcode	id_content	id_utw	ENTRY_DATE	HAS_CC	RAND99	sum(num_bids)	sum(num_clicks)	sum(num_impressions)	sum(num_conversions)	sum(num_conv_post_view)	sum(num_conv_post_click)	sum(imp_bid_amount)	sum(imp_cost)
1666	adventurefungames.com	2012-10-15	6	1887962748	192970	4	233	0	4	4	2012-10-15	0	20	3	0	2	0	0	0	0.007	0.006668
1666	affiliate.zap2it.com	2012-10-15	6	1887962748	192969	4	233	0	4	4	2012-10-15	0	47	2	0	0	0	0	0	0	0
1666	agilefant.freeforums.org	2012-10-15	6	1887964501	193051	4	233	0	4	7	2012-10-15	0	20	1	0	0	0	0	0	0	0
1666	akamai-media.contextweb.com	2012-10-15	6	1887962748	192970	4	233	0	4	4	2012-10-15	0	91	3	0	1	0	0	0	0.0035	0.003035
1666	akamai-media.contextweb.com	2012-10-15	6	1887962755	193034	4	233	0	4	4	2012-10-15	0	46	1	0	0	0	0	0	0	0
1666	akamai-media.contextweb.com	2012-10-15	6	1887962756	193037	4	233	0	4	4	2012-10-15	0	71	1	0	1	0	0	0	0.0035	0.00349
1666	akamai-media.contextweb.com	2012-10-15	6	1887962762	193055	4	233	0	4	4	2012-10-15	0	16	1	0	1	0	0	0	0.0035	0.002513
1666	allakhazam.com	2012-10-15	6	1887962761	193054	4	233	0	4	4	2012-10-15	0	70	1	0	1	0	0	0	0.0035	0.002576
1666	alleshopz.com	2012-10-15	6	1887962748	192968	4	233	0	4	4	2012-10-15	0	9	2	0	2	0	0	0	0.007	0.0069
1666	alleshopz.com	2012-10-15	6	1887962748	192970	4	233	0	4	4	2012-10-15	0	42	2	0	2	0	0	0	0.007	0.0069
1666	alleshopz.com	2012-10-15	6	1887966392	192974	4	233	0	4	94	2012-10-15	0	63	1	0	0	0	0	0	0	0
1666	alleshopz.com	2012-10-15	6	1887966392	192982	4	233	0	4	94	2012-10-15	0	71	1	0	0	0	0	0	0	0
1666	alleshopz.com	2012-10-15	6	1887966392	193004	4	233	0	4	94	2012-10-15	0	30	1	0	0	0	0	0	0	0
1666	alloy.com	2012-10-15	6	1887962748	192970	4	233	0	4	4	2012-10-15	0	3	1	0	0	0	0	0	0	0
1666	alloy.com	2012-10-15	6	1887962758	193045	4	233	0	4	4	2012-10-15	0	5	1	0	1	0	0	0	0.0035	0.0035
1666	alloy.com	2012-10-15	6	1887962761	193054	4	233	0	4	4	2012-10-15	0	38	3	0	1	0	0	0	0.0035	0.0035
1666	alloy.com	2012-10-15	6	1887966392	192988	4	233	0	4	94	2012-10-15	0	18	1	0	0	0	0	0	0	0
1666	alloy.com	2012-10-15	6	1887966392	192990	4	233	0	4	94	2012-10-15	0	75	1	0	0	0	0	0	0	0
1666	alloy.com	2012-10-15	6	1887966392	193000	4	233	0	4	94	2012-10-15	0	19	1	0	0	0	0	0	0	0
1666	alloy.com	2012-10-15	6	1887966392	193009	4	233	0	4	94	2012-10-15	0	73	1	0	0	0	0	0	0	0
1666	alltechtips.net	2012-10-15	6	1887962756	193037	4	233	0	4	4	2012-10-15	0	0	1	0	1	0	0	0	0.0035	0.003496
1666	alltechtips.net	2012-10-15	6	1887962761	193054	4	233	0	4	4	2012-10-15	0	86	1	0	1	0	0	0	0.0035	0.003227
