2012-12-18	11	233	17	-3635955208033779513	11239	2012-12-18	2
2012-12-18	11	31	292	-2173497407910621214	11799	2012-12-18	5
2012-12-18	11	233	38	-8361792893980555242	11799	2012-12-18	1
2012-12-18	11	31	284	-9223372036313158807	5335	2012-12-18	3
2012-12-18	11	31	294	5879423948380784663	5051	2012-12-18	1
2012-12-18	11	233	9	-401784800931659715	11799	2012-12-18	1
2012-12-18	11	31	300	-3992691428119720015	13868	2012-12-18	1
2012-12-18	11	213	379	6834329948684438108	10374	2012-12-18	1
2012-12-18	11	233	NULL	103940491254974543	13350	2012-12-18	3
2012-12-18	11	233	28	-9223372032624940884	11474	2012-12-18	1
2012-12-18	11	142	1763	5234196462805468146	7512	2012-12-18	1
2012-12-18	11	142	1753	-5437624710461174992	10461	2012-12-18	5
2012-12-18	11	233	48	3455329465229788884	13298	2012-12-18	2
2012-12-18	11	233	42	6689287662505312495	13350	2012-12-18	2
2012-12-18	11	65	2417	-1347257946049722943	12603	2012-12-18	1
2012-12-18	11	142	1774	-6169010499228447680	11799	2012-12-18	4
2012-12-18	11	233	32	-9223372035172602197	11799	2012-12-18	54
2012-12-18	11	233	9	1603057438031167528	11799	2012-12-18	1
2012-12-18	11	31	293	-4128769029685361090	3680	2012-12-18	2
2012-12-18	11	31	295	1438548444147763755	5051	2012-12-18	2
2012-12-18	11	31	300	4211938039373710131	4506	2012-12-18	1
2012-12-18	11	233	30	-2157608371665745483	4676	2012-12-18	1
2012-12-18	11	31	296	-2420733586735215250	14026	2012-12-18	1
2012-12-18	11	233	1	-1585733846802347805	1731	2012-12-18	1
2012-12-18	11	142	1772	9115586425847761776	10461	2012-12-18	2
2012-12-18	11	233	35	-3284433101832960412	6219	2012-12-18	2
2012-12-18	11	142	1758	-1621698717445110239	2211	2012-12-18	1
2012-12-18	11	142	1747	6642628391407406680	2211	2012-12-18	1
2012-12-18	11	233	49	3539135936911329828	11799	2012-12-18	1
2012-12-18	11	233	NULL	-5911906871787304178	13129	2012-12-18	1
2012-12-18	11	142	1747	7969109075348506455	10461	2012-12-18	1
2012-12-18	11	233	6	307370896056270927	11799	2012-12-18	1
2012-12-18	11	11	131	4608256689893361581	11686	2012-12-18	1
2012-12-18	11	31	300	8466975181374440281	13311	2012-12-18	1
2012-12-18	11	142	1763	6176114534943966125	2211	2012-12-18	1
2012-12-18	11	31	278	-6594849347340841141	3147	2012-12-18	1
2012-12-18	11	233	32	3278871824426877727	11799	2012-12-18	5
2012-12-18	11	233	24	8446661065771076231	6219	2012-12-18	1
2012-12-18	11	39	344	1866940376035313830	14011	2012-12-18	1
2012-12-18	11	178	2163	5911253320675511365	13148	2012-12-18	13
2012-12-18	11	233	6	-9223372033072778636	11797	2012-12-18	2
2012-12-18	11	11	125	2895399128817028796	11686	2012-12-18	1
2012-12-18	11	233	40	-8660436643358224406	7858	2012-12-18	1
2012-12-18	11	31	300	-1781406855426392005	13868	2012-12-18	1
2012-12-18	11	233	32	-8359896069913033371	13298	2012-12-18	1
2012-12-18	11	31	282	8261537821342845867	14026	2012-12-18	1
2012-12-18	11	31	300	673301670716457279	3785	2012-12-18	2
2012-12-18	11	31	299	2180157740416058709	11457	2012-12-18	1
2012-12-18	11	233	25	-4755241815340793685	11799	2012-12-18	1
2012-12-18	11	233	13	-7998945272243925616	1731	2012-12-18	2
2012-12-18	11	233	43	-2664883743113329943	10798	2012-12-18	1
2012-12-18	11	233	46	-5498640628959264179	10813	2012-12-18	1
2012-12-18	11	233	43	-1811449327595992292	1799	2012-12-18	1
2012-12-18	11	31	294	7254804060509720148	3774	2012-12-18	1
2012-12-18	11	233	32	615979997527884219	13345	2012-12-18	1
2012-12-18	11	233	40	-887147149762540767	11799	2012-12-18	11
2012-12-18	11	53	477	7695240474481214346	11805	2012-12-18	1
2012-12-18	11	238	2721	-1590059670844192303	12615	2012-12-18	2
2012-12-18	11	233	14	4976447277671727985	13298	2012-12-18	1
2012-12-18	11	233	13	950500804951690738	13130	2012-12-18	1
2012-12-18	11	233	9	2701833540780903683	11799	2012-12-18	2
2012-12-18	11	142	1754	8427132483464940187	13795	2012-12-18	2
2012-12-18	11	233	14	-8357609569043853903	3174	2012-12-18	6
