01001	Massachusetts	560	16769
01002	Massachusetts	2283	29049
01003	Massachusetts	529	10372
01005	Massachusetts	0	5079
01007	Massachusetts	385	14649
01008	Massachusetts	0	1263
01009	Massachusetts	0	741
01010	Massachusetts	0	3609
01011	Massachusetts	0	1370
01012	Massachusetts	0	661
01013	Massachusetts	5111	23188
01020	Massachusetts	2818	29668
01022	Massachusetts	267	2451
01026	Massachusetts	0	946
01027	Massachusetts	620	17660
01028	Massachusetts	357	15720
01029	Massachusetts	0	789
01030	Massachusetts	380	11669
01031	Massachusetts	0	1308
01032	Massachusetts	0	570
01033	Massachusetts	130	6227
01034	Massachusetts	0	2021
01035	Massachusetts	163	5250
01036	Massachusetts	0	5109
01037	Massachusetts	0	838
01038	Massachusetts	0	2545
01039	Massachusetts	0	1336
01040	Massachusetts	19313	39880
01050	Massachusetts	0	2530
01053	Massachusetts	0	1685
01054	Massachusetts	0	1851
01056	Massachusetts	1183	21103
01057	Massachusetts	151	8534
01060	Massachusetts	1080	15284
01062	Massachusetts	764	11150
01063	Massachusetts	0	430
01068	Massachusetts	0	1902
01069	Massachusetts	197	8469
01070	Massachusetts	0	629
01071	Massachusetts	0	1596
01072	Massachusetts	0	1478
01073	Massachusetts	0	5792
01074	Massachusetts	0	319
01075	Massachusetts	753	17527
01077	Massachusetts	198	9502
01079	Massachusetts	0	692
01080	Massachusetts	0	2334
01081	Massachusetts	0	1698
01082	Massachusetts	390	10322
01083	Massachusetts	0	2888
01084	Massachusetts	0	176
01085	Massachusetts	3075	41117
01086	Massachusetts	0	687
01088	Massachusetts	0	670
01089	Massachusetts	2471	28391
01092	Massachusetts	0	1394
01093	Massachusetts	0	325
01094	Massachusetts	0	351
01095	Massachusetts	393	14319
01096	Massachusetts	0	2217
01097	Massachusetts	0	111
01098	Massachusetts	0	1101
01103	Massachusetts	1347	2479
01104	Massachusetts	11132	22865
01105	Massachusetts	7726	12350
01106	Massachusetts	377	16021
01107	Massachusetts	9124	11611
01108	Massachusetts	10409	26688
01109	Massachusetts	10264	30250
01118	Massachusetts	2004	14071
01119	Massachusetts	3107	14152
01128	Massachusetts	214	2631
01129	Massachusetts	1196	7019
01151	Massachusetts	2921	8698
01201	Massachusetts	2260	46504
01220	Massachusetts	101	8603
01222	Massachusetts	0	829
01223	Massachusetts	0	2314
01224	Massachusetts	0	182
01225	Massachusetts	0	3117
01226	Massachusetts	109	6945
01230	Massachusetts	415	8430
01235	Massachusetts	0	2766
01236	Massachusetts	0	1509
01237	Massachusetts	0	2496
01238	Massachusetts	257	6047
01240	Massachusetts	110	4534
01242	Massachusetts	0	476
01243	Massachusetts	0	334
01244	Massachusetts	0	151
01245	Massachusetts	0	985
01247	Massachusetts	497	16087
01253	Massachusetts	0	731
01254	Massachusetts	0	972
01255	Massachusetts	0	915
01256	Massachusetts	0	692
01257	Massachusetts	0	2121
01258	Massachusetts	0	374
01259	Massachusetts	0	635
01260	Massachusetts	0	240
01262	Massachusetts	0	1238
01264	Massachusetts	0	137
01266	Massachusetts	0	1463
01267	Massachusetts	323	7989
01270	Massachusetts	0	778
01301	Massachusetts	854	17700
01330	Massachusetts	0	1506
01331	Massachusetts	451	13263
01337	Massachusetts	0	2596
01338	Massachusetts	0	187
01339	Massachusetts	0	1438
01340	Massachusetts	0	1701
01341	Massachusetts	0	1833
01342	Massachusetts	0	1492
01344	Massachusetts	0	1498
01346	Massachusetts	0	533
01347	Massachusetts	0	166
01349	Massachusetts	0	1091
01350	Massachusetts	0	121
01351	Massachusetts	0	2270
01354	Massachusetts	0	1500
01355	Massachusetts	0	878
01360	Massachusetts	0	3032
01364	Massachusetts	223	7969
01366	Massachusetts	0	1277
01367	Massachusetts	0	522
01368	Massachusetts	0	1261
01370	Massachusetts	0	4084
01373	Massachusetts	109	4600
01375	Massachusetts	181	3684
01376	Massachusetts	352	5247
01378	Massachusetts	0	774
01379	Massachusetts	0	813
01420	Massachusetts	8727	40337
01430	Massachusetts	154	6089
01431	Massachusetts	0	3074
01432	Massachusetts	393	7089
01434	Massachusetts	194	1795
01436	Massachusetts	0	3336
01438	Massachusetts	0	559
01440	Massachusetts	1432	20347
01450	Massachusetts	193	10646
01451	Massachusetts	0	4747
01452	Massachusetts	0	4382
01453	Massachusetts	5900	40883
01460	Massachusetts	121	8924
01462	Massachusetts	240	10086
01463	Massachusetts	194	11497
01464	Massachusetts	561	7211
01467	Massachusetts	0	316
01468	Massachusetts	0	4021
01469	Massachusetts	126	6801
01473	Massachusetts	193	7277
01474	Massachusetts	0	2125
01475	Massachusetts	351	10270
01501	Massachusetts	425	16075
01503	Massachusetts	0	2866
01504	Massachusetts	185	9026
01505	Massachusetts	0	4355
01506	Massachusetts	0	3390
01507	Massachusetts	374	12981
01510	Massachusetts	1844	13606
01515	Massachusetts	0	2183
01516	Massachusetts	139	8500
01518	Massachusetts	0	2974
01519	Massachusetts	126	6595
01520	Massachusetts	309	13997
01521	Massachusetts	0	2481
01522	Massachusetts	0	3310
01523	Massachusetts	606	7582
01524	Massachusetts	209	6696
01525	Massachusetts	0	290
01527	Massachusetts	306	13246
01529	Massachusetts	0	3190
01531	Massachusetts	0	999
01532	Massachusetts	381	14155
01534	Massachusetts	171	5631
01535	Massachusetts	0	4680
01536	Massachusetts	170	6888
01537	Massachusetts	0	2248
01540	Massachusetts	411	11291
01541	Massachusetts	0	3413
01542	Massachusetts	0	2202
01543	Massachusetts	146	7973
01545	Massachusetts	913	35299
01550	Massachusetts	4452	16719
01560	Massachusetts	154	4527
01561	Massachusetts	0	330
01562	Massachusetts	335	11688
01564	Massachusetts	158	7808
01566	Massachusetts	166	6294
01568	Massachusetts	119	7480
01569	Massachusetts	259	13569
01570	Massachusetts	1148	16767
01571	Massachusetts	330	11390
01581	Massachusetts	717	18272
01583	Massachusetts	404	7591
01585	Massachusetts	0	4554
01588	Massachusetts	312	9733
01590	Massachusetts	115	8875
01602	Massachusetts	1968	22819
01603	Massachusetts	4925	19916
01604	Massachusetts	5823	34677
01605	Massachusetts	7589	26221
01606	Massachusetts	1502	19077
01607	Massachusetts	1620	8351
01608	Massachusetts	1986	3888
01609	Massachusetts	4083	22421
01610	Massachusetts	8327	23945
01611	Massachusetts	122	2242
01612	Massachusetts	151	4845
01701	Massachusetts	1607	31217
01702	Massachusetts	7563	37206
01718	Massachusetts	0	469
01719	Massachusetts	113	4996
01720	Massachusetts	544	21361
01721	Massachusetts	740	16593
01730	Massachusetts	335	13221
01731	Massachusetts	213	1396
01740	Massachusetts	0	4897
01741	Massachusetts	100	4852
01742	Massachusetts	653	17726
01745	Massachusetts	0	397
01746	Massachusetts	246	13547
01747	Massachusetts	127	5911
01748	Massachusetts	267	14925
01749	Massachusetts	814	19063
01752	Massachusetts	4174	38499
01754	Massachusetts	377	10106
01756	Massachusetts	0	5839
01757	Massachusetts	2315	28061
01760	Massachusetts	982	32786
01770	Massachusetts	0	4119
01772	Massachusetts	259	9370
01773	Massachusetts	126	5112
01775	Massachusetts	122	6590
01776	Massachusetts	350	17659
01778	Massachusetts	318	13109
01801	Massachusetts	1760	38903
01803	Massachusetts	578	24487
01810	Massachusetts	1196	33201
01821	Massachusetts	661	30310
01824	Massachusetts	467	24911
01826	Massachusetts	1144	29422
01827	Massachusetts	0	3179
01830	Massachusetts	3824	25137
01832	Massachusetts	4046	22060
01833	Massachusetts	143	8183
01834	Massachusetts	0	6459
01835	Massachusetts	961	13682
01840	Massachusetts	3789	4733
01841	Massachusetts	38088	47225
01843	Massachusetts	14491	24425
01844	Massachusetts	8526	47249
01845	Massachusetts	1398	28352
01850	Massachusetts	3651	15237
01851	Massachusetts	3820	30190
01852	Massachusetts	5814	33508
01854	Massachusetts	5116	27606
01860	Massachusetts	115	6338
01862	Massachusetts	385	10227
01863	Massachusetts	219	8891
01864	Massachusetts	231	14892
01867	Massachusetts	342	23956
01876	Massachusetts	591	28667
01879	Massachusetts	265	11305
01880	Massachusetts	561	24733
01886	Massachusetts	333	21951
01887	Massachusetts	403	22325
01890	Massachusetts	405	21382
01901	Massachusetts	440	1689
01902	Massachusetts	17397	45139
01904	Massachusetts	2418	18203
01905	Massachusetts	8751	25251
01906	Massachusetts	1073	26660
01907	Massachusetts	364	14027
01908	Massachusetts	0	3410
01913	Massachusetts	310	16283
01915	Massachusetts	1397	39502
01921	Massachusetts	145	7961
01922	Massachusetts	0	3108
01923	Massachusetts	617	26342
01929	Massachusetts	0	3504
01930	Massachusetts	787	28789
01937	Massachusetts	0	151
01938	Massachusetts	232	13175
01940	Massachusetts	225	12108
01944	Massachusetts	0	5136
01945	Massachusetts	417	19808
01949	Massachusetts	640	8987
01950	Massachusetts	291	17416
01951	Massachusetts	0	3558
01952	Massachusetts	128	8283
01960	Massachusetts	3203	50944
01966	Massachusetts	111	6952
01969	Massachusetts	0	5856
01970	Massachusetts	6456	41109
01982	Massachusetts	121	7764
01983	Massachusetts	112	6089
01984	Massachusetts	0	4875
01985	Massachusetts	0	4235
02019	Massachusetts	409	16332
02021	Massachusetts	596	21561
02025	Massachusetts	0	7542
02026	Massachusetts	1353	24711
02030	Massachusetts	0	5589
02032	Massachusetts	111	4226
02035	Massachusetts	309	16865
02038	Massachusetts	620	31635
02043	Massachusetts	241	22157
02045	Massachusetts	173	10293
02047	Massachusetts	0	180
02048	Massachusetts	487	23184
02050	Massachusetts	318	25429
02052	Massachusetts	180	12024
02053	Massachusetts	250	12752
