2012-12-18	12	31	300	-7926099208074541564	14026	2012-12-18	1
2012-12-18	12	142	1770	1205814545650958436	3169	2012-12-18	1
2012-12-18	12	31	300	-2367981704900099938	3145	2012-12-18	4
2012-12-18	12	233	5	-2676742958693531451	11799	2012-12-18	2
2012-12-18	12	233	5	-2262069155430710590	4792	2012-12-18	1
2012-12-18	12	238	2734	-3627513389745812622	11339	2012-12-18	1
2012-12-18	12	31	292	-202566055272363212	3774	2012-12-18	1
2012-12-18	12	31	282	688605518204912834	13868	2012-12-18	4
2012-12-18	12	31	289	8603456018429722883	3774	2012-12-18	1
2012-12-18	12	31	300	5900789518889339412	4505	2012-12-18	1
2012-12-18	12	31	282	-6824832077932179992	5051	2012-12-18	1
2012-12-18	12	31	291	-1977515380237053953	11980	2012-12-18	1
2012-12-18	12	31	282	-5333260660803285584	11457	2012-12-18	1
2012-12-18	12	142	1776	3610807186707924663	11686	2012-12-18	2
2012-12-18	12	31	289	-6471535995259302889	4506	2012-12-18	1
2012-12-18	12	142	1761	5247495946551642269	11685	2012-12-18	1
2012-12-18	12	31	300	4197186128860761830	4769	2012-12-18	1
2012-12-18	12	31	292	7247609600153307606	4506	2012-12-18	1
2012-12-18	12	233	22	-4231224740599740616	10365	2012-12-18	1
2012-12-18	12	31	300	-6669514669831733214	13311	2012-12-18	1
2012-12-18	12	238	2733	4375440399803697403	11684	2012-12-18	4
2012-12-18	12	233	NULL	4623149575730644841	10813	2012-12-18	1
2012-12-18	12	31	296	-2088766898761021442	3143	2012-12-18	2
2012-12-18	12	31	302	6811674505580596112	3143	2012-12-18	1
2012-12-18	12	142	1753	8850910308541678060	11686	2012-12-18	2
2012-12-18	12	31	300	-5486237283532455786	4505	2012-12-18	1
2012-12-18	12	31	284	7671112745092337413	3878	2012-12-18	1
2012-12-18	12	31	294	-6759321595865903137	4505	2012-12-18	1
2012-12-18	12	31	296	-3685649119701021173	13317	2012-12-18	1
2012-12-18	12	31	294	-8039098488467928514	13868	2012-12-18	1
2012-12-18	12	31	289	6113968528863218488	5052	2012-12-18	1
2012-12-18	12	31	300	-4311450816959068165	13307	2012-12-18	2
2012-12-18	12	31	300	-1443026723074585769	14026	2012-12-18	1
2012-12-18	12	31	NULL	-2792601772495714412	7006	2012-12-18	1
2012-12-18	12	233	25	5151651141221893309	1053	2012-12-18	1
2012-12-18	12	31	282	8764177177867996235	3143	2012-12-18	1
2012-12-18	12	31	289	-5213658859733300873	4505	2012-12-18	1
2012-12-18	12	31	296	-5361960721368334144	13307	2012-12-18	1
2012-12-18	12	233	43	8085412385131414367	14380	2012-12-18	1
2012-12-18	12	11	139	-8518023092977054509	13769	2012-12-18	1
2012-12-18	12	142	1755	-4368632649164635846	13123	2012-12-18	1
2012-12-18	12	31	294	-4871716730512849479	5051	2012-12-18	2
2012-12-18	12	31	300	-3112034605961100932	11262	2012-12-18	1
2012-12-18	12	233	37	-7732162929104040360	11799	2012-12-18	1
2012-12-18	12	31	300	-7601227501357677217	5051	2012-12-18	1
2012-12-18	12	48	NULL	-6552035569607687805	12121	2012-12-18	3
2012-12-18	12	31	289	-2579843590423690629	5128	2012-12-18	3
2012-12-18	12	31	299	332145923998040409	14026	2012-12-18	1
2012-12-18	12	31	289	-3279765274668545133	12108	2012-12-18	1
2012-12-18	12	31	300	7706044133656317813	13168	2012-12-18	2
2012-12-18	12	233	NULL	-9223372032856041570	1053	2012-12-18	1
2012-12-18	12	233	5	2065380611960688519	10090	2012-12-18	1
2012-12-18	12	31	295	-8482716499741030642	12108	2012-12-18	1
2012-12-18	12	31	294	-6116991075055549248	10724	2012-12-18	1
2012-12-18	12	11	145	-3444546282165942744	11684	2012-12-18	2
2012-12-18	12	31	296	-6867200753055284895	5052	2012-12-18	1
2012-12-18	12	31	294	-6389620823215029763	13311	2012-12-18	2
2012-12-18	12	14	160	-9223372032856041570	2769	2012-12-18	1
2012-12-18	12	31	294	5390855248607005490	13868	2012-12-18	1
2012-12-18	12	31	300	-2038516671045874268	7035	2012-12-18	1
2012-12-18	12	31	300	6898898765257264694	4506	2012-12-18	2
2012-12-18	12	233	51	-7073598001427692886	5156	2012-12-18	2
2012-12-18	12	209	2406	7261188723767133637	2631	2012-12-18	1
2012-12-18	12	31	294	-8086385839862299819	4505	2012-12-18	1
2012-12-18	12	31	300	135720551040895438	4506	2012-12-18	1
2012-12-18	12	142	1774	-5856294414007972713	8656	2012-12-18	1
2012-12-18	12	31	294	-7315565476662391602	3783	2012-12-18	1
2012-12-18	12	31	284	7398355309235750723	3145	2012-12-18	1
2012-12-18	12	31	294	-202369091913955204	4769	2012-12-18	2
2012-12-18	12	31	300	-923456243002030091	3143	2012-12-18	1
2012-12-18	12	31	297	-4115486195814284542	4506	2012-12-18	1
2012-12-18	12	31	289	4638854744910613828	14026	2012-12-18	1
2012-12-18	12	31	300	6860665095452576827	4506	2012-12-18	1
2012-12-18	12	11	131	4490848126124311177	11806	2012-12-18	1
2012-12-18	12	11	125	-3037313184075002406	13814	2012-12-18	2
2012-12-18	12	11	129	2390080704982107142	11686	2012-12-18	1
2012-12-18	12	31	300	-1589817331550893130	14026	2012-12-18	1
2012-12-18	12	233	9	-9223372033072778636	5148	2012-12-18	1
2012-12-18	12	233	43	2298926545790845506	10708	2012-12-18	1
2012-12-18	12	233	19	7314881670492210582	13298	2012-12-18	8
2012-12-18	12	31	300	-5996616781727315098	14026	2012-12-18	1
2012-12-18	12	233	37	-1707588695942871228	11803	2012-12-18	6
2012-12-18	12	233	5	705709748236273660	11799	2012-12-18	6
2012-12-18	12	233	38	8780045262642824182	7861	2012-12-18	1
2012-12-18	12	31	296	2888959407935603541	3783	2012-12-18	1
2012-12-18	12	31	300	-6469723224457916640	11262	2012-12-18	1
2012-12-18	12	31	285	4813257695402543543	5128	2012-12-18	5
2012-12-18	12	31	300	3798438079224366392	4506	2012-12-18	2
2012-12-18	12	11	125	7042809318353815249	11686	2012-12-18	2
2012-12-18	12	31	282	-2387577176287720619	13868	2012-12-18	5
2012-12-18	12	31	284	-9223372036313158807	12164	2012-12-18	1
2012-12-18	12	31	NULL	-9223372033072778636	4658	2012-12-18	9
2012-12-18	12	238	2718	8056570468174613611	11011	2012-12-18	4
2012-12-18	12	233	5	6176126254506659276	5068	2012-12-18	5
2012-12-18	12	31	300	-4694730080371982061	13358	2012-12-18	2
2012-12-18	12	31	285	7381874099927076590	12108	2012-12-18	5
2012-12-18	12	31	300	-5422899320824050123	5402	2012-12-18	1
2012-12-18	12	31	294	1960048428431394708	13309	2012-12-18	1
2012-12-18	12	31	294	6796848770380221573	12970	2012-12-18	1
2012-12-18	12	31	294	4680333400123394069	4658	2012-12-18	2
2012-12-18	12	31	NULL	-7712145738440489349	12970	2012-12-18	3
2012-12-18	12	31	289	-5109977857556199708	4505	2012-12-18	1
2012-12-18	12	31	NULL	-5589633509222562377	5051	2012-12-18	1
2012-12-18	12	142	1767	-8235777677696153015	7509	2012-12-18	2
2012-12-18	12	233	NULL	7676871298200981195	13488	2012-12-18	1
2012-12-18	12	31	283	-841773274007581092	14026	2012-12-18	1
2012-12-18	12	233	46	-4007382965260039086	3174	2012-12-18	4
2012-12-18	12	31	300	-1682185826665151883	4505	2012-12-18	1
2012-12-18	12	39	NULL	-5020660497760106116	11474	2012-12-18	1
2012-12-18	12	11	125	2099793175059122315	13779	2012-12-18	1
2012-12-18	12	31	289	5542210478486079052	4505	2012-12-18	1
2012-12-18	12	31	300	6285806379610816790	3143	2012-12-18	1
2012-12-18	12	31	NULL	9016752568758519290	4505	2012-12-18	1
2012-12-18	12	101	1255	5119086315048423064	11800	2012-12-18	2
2012-12-18	12	233	9	-781319224283084032	13148	2012-12-18	1
2012-12-18	12	31	300	-66600508787700734	4506	2012-12-18	1
2012-12-18	12	233	38	1930450052965748279	11799	2012-12-18	2
2012-12-18	12	31	NULL	-4924279022547221993	5128	2012-12-18	1
2012-12-18	12	31	NULL	-4975938968528075686	5051	2012-12-18	1
2012-12-18	12	31	300	-5784619782446297987	13311	2012-12-18	4
2012-12-18	12	233	43	-8780069837182514045	12004	2012-12-18	1
2012-12-18	12	31	296	5953137323588796576	11260	2012-12-18	1
2012-12-18	12	31	300	8190913667827650233	5128	2012-12-18	2
2012-12-18	12	31	300	-7595356043971375380	13307	2012-12-18	1
2012-12-18	12	31	NULL	6005287556459348106	5402	2012-12-18	2
2012-12-18	12	233	23	-2859298728715335514	13185	2012-12-18	1
2012-12-18	12	31	294	2827428395333602355	5052	2012-12-18	1
2012-12-18	12	172	2189	8803070285696158295	11686	2012-12-18	7
2012-12-18	12	31	282	5109742250387000800	13868	2012-12-18	2
2012-12-18	12	31	284	1632530702231684944	13311	2012-12-18	10
2012-12-18	12	31	300	3215469306647498037	3878	2012-12-18	1
2012-12-18	12	31	283	-4050302777886225053	5336	2012-12-18	1
2012-12-18	12	63	636	-4579022570883757297	5716	2012-12-18	1
2012-12-18	12	31	294	8855298286376600905	14026	2012-12-18	2
